SK_ID_CURR,TARGET
298904,1
346938,0
419328,0
269097,0
407643,1
118108,0
153610,0
198797,1
296508,1
124013,1
370479,1
449544,0
269418,1
114170,1
283182,1
401606,0
236776,0
179267,1
205882,1
351546,0
350235,0
128264,0
214752,1
422915,1
181041,1
453439,1
306674,1
166821,1
334163,1
293245,0
304273,1
449842,0
262951,1
180997,0
144668,1
225815,1
386941,0
113063,1
420519,1
400859,0
185329,1
430485,1
455675,1
423264,1
319810,1
306564,0
151484,1
417764,0
117839,0
335855,1
305098,1
250341,0
444726,0
132008,0
174464,0
234706,1
341500,0
264132,1
266282,1
178224,0
363685,0
136089,0
276379,0
383790,0
293811,1
193367,1
226283,1
127351,1
139863,1
405948,1
214132,0
255499,1
168760,0
103422,1
417363,1
438505,0
277889,1
161505,0
347337,1
441093,0
415418,0
311938,0
405227,0
312594,1
231929,1
235708,1
133703,0
338930,1
166260,0
236882,1
210537,0
161142,1
410511,1
447779,0
153600,0
424529,1
249404,0
238739,1
271219,1
119480,0
102279,1
401171,1
384506,1
192710,1
364250,0
455290,1
318389,1
151384,0
164517,1
238629,1
149555,0
126272,1
211899,0
115929,0
272540,1
411490,1
442014,0
434593,1
310105,0
174659,1
284540,1
184593,0
268614,1
150195,1
155523,1
279021,1
109275,0
183181,0
447323,0
245865,1
436400,0
184884,1
178322,0
317178,1
355425,1
290018,1
292225,0
348628,0
407989,1
117945,0
156901,0
101201,1
377582,0
275094,0
413783,1
158904,1
186669,0
428685,1
318502,1
217310,0
431290,0
142011,1
139548,1
404014,1
315327,1
357714,1
395780,0
155909,0
424136,0
299760,1
239313,1
346640,1
124839,0
373229,1
194807,0
328374,0
325842,1
257422,0
412771,0
197755,1
441837,1
210797,1
152558,0
215557,1
236619,1
444209,1
412028,0
247186,1
440969,1
261793,0
170240,0
373827,0
291315,1
198162,1
110514,1
146819,0
238385,1
200318,0
194347,0
273453,0
308799,1
402628,0
318431,1
278571,0
228281,0
429371,1
180918,1
135315,1
346050,0
323814,0
346732,1
250047,1
269066,0
233576,1
245927,1
191835,1
133187,1
189802,1
267929,0
202641,1
254119,0
197781,0
377250,0
284665,1
302740,1
281966,0
215509,1
321033,0
119406,0
332760,0
254015,0
290271,1
211947,0
423072,0
450249,1
381871,1
305390,1
343526,0
290687,1
219049,1
136676,0
107403,1
320127,0
378857,0
204769,1
303898,1
366856,1
279978,0
422260,1
410866,1
139537,0
230492,0
241162,0
146007,1
190240,0
112743,1
104918,1
189720,0
317532,1
297378,1
455473,1
397680,1
182708,0
157719,0
234411,0
312280,0
314530,0
295532,0
285960,1
400467,1
427846,1
268518,1
208865,0
177862,0
431337,1
237241,1
321437,1
386881,0
420246,0
135815,0
257016,1
184639,1
175354,0
245340,1
201280,1
232661,0
277513,1
439463,0
316762,1
249797,1
109968,1
451941,1
270960,1
342938,0
426849,0
308663,1
217742,0
180517,1
346234,1
158746,1
218251,0
208462,1
391216,1
370231,1
368020,0
334590,1
229230,0
314749,0
371576,1
176903,1
342376,1
408234,0
448852,1
250309,0
373051,1
299087,1
294958,1
284659,1
384054,1
339241,1
377380,0
312679,0
210186,1
377187,0
240100,0
371019,0
423360,0
281833,1
206515,1
342124,1
163880,1
284784,1
414318,1
350317,0
240607,0
363356,0
119479,0
333006,0
439497,0
402319,0
123813,0
257242,1
116617,1
295370,1
352136,1
442413,1
349635,1
183246,1
454166,0
110540,1
290894,1
200578,1
290167,0
229604,0
117149,0
139157,0
394661,1
345464,0
258703,0
452527,0
219511,1
312732,0
450692,0
443454,0
255105,0
435427,1
113491,1
346740,0
155399,1
451341,0
314584,0
108472,1
384120,0
216729,0
432838,0
227684,1
309305,0
214764,0
106431,1
133032,0
176806,1
345993,0
276598,1
104676,1
389873,1
383312,1
411513,1
103593,1
414930,1
304129,1
187467,0
333346,0
400226,1
132479,1
273648,1
222166,1
260780,1
209518,1
145329,1
110585,1
108246,1
285036,0
288078,0
178121,1
314280,1
287992,1
347158,1
425001,1
347758,1
448640,1
278401,1
109600,0
175238,0
191527,1
334702,1
330543,0
388515,1
136870,0
283888,1
170560,0
237425,1
132973,1
441854,1
444392,1
371526,1
103518,1
353957,1
329001,0
389156,1
147560,0
288022,1
441506,0
182302,0
104558,0
220109,1
167202,0
289945,1
103793,0
316857,0
194489,0
453957,0
217515,1
290815,1
174731,0
133755,1
298624,1
388871,0
161087,0
244919,0
403241,0
206657,0
271008,1
264164,1
301928,1
209085,1
306684,0
158273,0
151632,1
153982,0
342609,0
188462,1
211284,1
261017,0
316722,1
408433,1
330537,0
152408,1
105363,1
103555,1
332678,1
321886,1
359692,0
251723,0
398340,0
194496,1
426837,1
379441,1
441686,1
213200,1
305003,0
406659,1
160791,1
186207,0
407647,1
275430,1
350394,1
368521,1
139135,0
394825,0
134044,1
260281,1
368080,1
134057,1
299815,0
243847,0
282064,0
311958,0
363127,0
411404,1
316434,0
286293,1
414523,0
268894,1
208130,1
333675,1
241540,1
133820,1
130238,1
192741,1
107110,0
170472,0
254774,0
328102,1
307841,0
179669,1
151656,0
259158,1
275277,0
298387,0
231875,1
438436,0
216852,1
439527,1
270804,0
356758,0
399553,1
164342,0
251243,1
389616,0
282116,0
393661,1
173672,0
235828,0
400021,0
351664,0
422184,1
425903,1
440004,0
161659,0
267914,0
387121,0
325857,1
319445,0
323761,1
160565,0
180658,0
199475,0
210327,1
209222,1
108636,0
364211,1
170370,0
234185,1
420449,0
381398,1
112067,0
243247,1
281585,1
262204,1
137686,1
148154,1
454986,1
330391,0
192776,1
290142,0
138158,0
339921,1
183864,1
322489,1
321724,0
389322,0
392173,1
326548,1
121927,1
256991,0
247441,1
279641,0
382847,1
204613,0
357427,1
174515,1
276108,1
205282,0
414094,1
341840,1
151955,0
243564,0
371461,1
250822,1
414158,1
187582,1
315172,1
212114,0
423090,1
349557,0
171609,1
346909,0
399371,0
153894,0
202471,0
248918,0
230872,0
413715,1
130667,0
198223,0
436842,1
235976,1
185508,0
323821,0
243450,0
191652,0
435063,0
207486,1
424338,1
395093,0
430872,0
447961,0
272283,1
388976,0
437483,1
239698,1
238352,0
426613,0
398510,0
307700,0
403341,0
113814,0
203385,1
204031,1
448179,0
138604,1
232175,1
308574,1
249364,1
113981,1
217989,0
320882,0
127763,1
265220,0
454949,1
122435,0
155703,1
187449,1
326384,0
134980,1
435827,0
347582,1
178755,0
266796,1
428689,1
277194,0
253235,1
365791,0
128955,0
273820,1
393185,0
408513,1
158251,1
301011,1
176541,0
168572,1
385716,1
410888,1
307490,0
338699,0
321408,1
406316,0
202856,1
218234,1
447375,1
247414,1
322861,0
222719,0
332183,0
380969,1
222469,1
232158,1
331602,1
315442,1
305271,1
128051,1
289862,0
210912,0
247257,0
281110,0
323262,1
149101,0
419987,1
358952,0
340401,0
371447,0
233660,0
451573,0
175841,1
277542,0
302262,0
435038,1
255056,0
125243,0
162797,0
334346,0
347528,1
321935,0
314879,1
157846,1
303151,1
202779,1
119147,0
208207,0
432570,0
170079,0
442521,1
114083,0
292007,1
114702,0
399243,1
104106,1
449993,1
163308,1
306916,0
226330,1
377693,0
396052,0
371137,1
395147,1
232402,1
428449,0
191408,0
245086,1
218304,0
218152,0
229951,0
182180,1
413009,1
395994,0
405017,1
353310,0
142340,1
356901,0
309138,0
199794,0
269350,1
415856,0
350768,1
212030,0
302328,0
274761,1
123417,1
346776,0
384774,1
146981,0
304342,0
401557,1
291260,1
147917,1
272318,1
418964,0
393731,1
226926,1
320444,0
373527,0
333124,1
276610,0
307391,1
372180,1
431550,0
237139,0
412359,1
231214,0
235555,1
208541,1
212221,0
206839,0
435871,1
129512,1
197970,0
424403,1
348729,1
283764,0
403135,0
210954,1
177963,1
113425,1
306639,1
405815,1
388344,1
100336,1
224321,0
358993,0
252232,1
373066,0
384079,0
187298,1
273953,0
244192,0
417145,1
225874,0
362913,1
318493,0
309291,1
353443,1
439553,1
161120,1
196000,0
341366,0
263337,0
445424,1
281159,1
264305,0
233099,0
142418,1
221299,0
193950,0
249193,0
252103,1
326408,1
343847,0
111754,0
237467,0
191811,1
251908,1
309458,1
234328,0
429804,0
135686,0
271042,0
305930,1
252254,1
386087,1
308961,0
332058,1
397363,0
338821,0
442749,1
236633,0
227015,1
172275,0
375908,0
282468,1
282140,1
284904,0
351823,0
416622,1
418708,1
276418,0
305012,0
125506,0
276853,1
129040,0
110099,1
107736,1
333294,0
349998,1
335074,1
154073,1
416731,1
397351,1
281612,0
218283,1
157030,1
351714,1
421149,1
317092,1
218935,0
340512,0
113734,1
126196,1
194362,1
351765,1
226586,1
279738,1
377506,1
250732,0
175644,1
359358,0
101373,1
431478,0
332281,1
158375,1
442784,1
373851,0
380605,1
163185,0
102773,1
310444,0
366987,0
175683,1
431653,1
107251,1
342603,0
110178,1
411297,1
438033,1
213139,1
228820,0
223632,1
377349,1
436167,1
134589,1
447535,0
383759,0
400389,0
307868,0
216439,1
368414,1
144130,0
139167,0
215517,0
321244,0
427281,1
235885,1
350145,0
331871,1
204520,1
372475,1
217149,0
366930,1
110266,1
171841,0
112812,1
405173,1
277762,1
381019,0
266130,1
107877,1
289853,0
301151,1
441555,0
225172,1
426754,0
433252,1
187083,0
263779,0
172932,1
392308,1
141400,1
318913,1
205201,0
233663,1
416716,0
303617,1
222904,0
387425,1
390521,1
311351,1
423657,0
438966,0
168658,1
344709,1
157684,0
410250,1
205452,1
413079,1
100273,0
177215,0
273315,1
107188,1
401727,1
173921,1
426709,1
201078,1
255238,0
316345,0
106066,1
272460,1
229149,0
221061,1
407507,0
132873,0
210245,0
454851,0
227969,0
220712,1
438340,0
272074,1
177197,0
290007,0
296507,1
222030,0
112202,1
127237,1
385810,0
106574,1
423229,1
319225,1
360892,0
352002,1
153422,1
368661,0
399106,0
137365,0
139948,0
189069,0
125147,1
259443,1
237541,0
338129,0
318482,0
267683,1
170024,0
418855,1
233552,1
133565,0
128159,0
437114,0
403530,0
136610,1
326724,1
242218,0
451339,0
353221,1
119551,0
433001,0
379074,0
161718,1
287924,0
445081,1
226845,0
171736,0
384453,1
140883,0
171445,1
360702,1
242912,0
190414,1
152238,1
266603,0
292579,0
343561,1
376714,0
157666,1
410028,0
120489,1
454332,0
314407,0
113026,0
432276,1
141044,0
278586,1
443859,1
157237,1
215302,0
370243,1
237941,1
207400,1
336834,1
121712,1
224506,0
132311,0
416022,0
408856,1
255716,0
428937,1
103543,1
325408,1
400348,1
377893,0
308145,1
149724,1
350470,1
244137,0
111813,0
174676,0
368370,0
397158,1
355067,1
304020,1
136804,0
151321,1
142663,0
218477,1
296142,1
425747,1
331739,0
344187,0
240741,0
113122,1
155063,1
376232,0
361103,0
153592,0
443026,0
313454,1
413567,1
201940,0
193227,0
325996,0
135318,1
371280,1
385054,1
138424,1
247617,1
410654,0
279528,1
156304,1
337225,1
139261,1
191965,0
269370,0
309383,0
327493,0
238774,1
228779,1
114561,0
416535,1
330774,0
258536,1
417818,0
294966,1
220677,0
283892,1
284160,1
329444,0
169915,0
405597,0
400060,1
166918,1
317118,1
228993,0
368899,1
106831,0
351560,1
134238,1
262490,1
104516,0
250871,1
181445,0
276858,0
435160,0
230962,1
267988,1
273489,1
135171,0
310565,0
411694,1
120242,1
334761,0
162608,0
333974,1
387708,0
157669,1
185403,0
216419,0
355765,1
219879,0
143245,0
419784,1
257790,1
324546,1
450855,0
210896,1
418352,0
126401,1
192533,1
128999,1
256508,1
311470,1
125091,1
268922,0
261643,0
284853,0
353838,1
436226,1
171204,1
433973,1
252315,1
407951,0
364217,1
264152,1
209238,1
431159,1
303933,1
300654,0
448312,0
153955,1
245375,1
380148,1
174998,0
283260,0
235582,1
253751,1
129051,1
374577,1
397381,1
447016,0
414932,1
158096,0
279649,1
309177,0
179759,1
391860,0
171869,1
276747,1
142207,1
348609,1
325122,1
235133,1
404726,1
383762,1
251052,1
352979,1
166624,1
282379,1
440078,0
210336,0
283266,0
131225,0
427368,1
172439,0
112813,0
123856,1
105623,1
191091,1
430497,1
450010,1
167966,1
207671,0
123834,0
370954,0
406957,1
137230,1
182783,0
453127,0
166272,0
424397,1
235855,1
366785,0
236664,0
453264,0
307503,1
352513,0
289629,1
410230,0
209216,1
260260,1
103782,1
125598,0
249903,0
155074,0
124180,1
317253,1
360325,0
182721,0
233932,0
410793,1
289288,1
115318,0
287661,1
138791,1
291079,0
100646,1
330249,0
241242,0
339399,1
327288,0
435529,1
108121,1
114711,1
440515,0
384241,0
294233,1
408948,1
124799,1
342032,0
407269,1
348561,1
341200,0
426686,1
287107,1
336169,1
221313,0
229891,1
115754,0
280260,0
239750,1
145334,1
274075,0
190026,0
402797,1
143949,1
243973,0
295215,1
337379,1
235872,1
257965,1
284603,0
105326,1
318350,0
245730,0
295226,1
262102,0
390362,1
277789,0
279571,0
312708,1
190491,1
451710,0
328652,1
277924,1
404394,0
173622,0
351785,1
136527,1
455241,1
208023,1
428175,1
182649,1
383388,0
132997,0
393861,0
196599,1
355132,0
255736,1
136031,0
340928,0
300446,1
182620,1
173603,0
158131,0
158809,1
371378,0
121813,0
110939,0
428216,1
405107,0
301863,0
261295,0
174952,0
354397,1
452680,0
257995,0
278789,1
288051,0
317217,0
251360,1
415469,1
162497,0
239457,1
131858,1
112465,0
110924,1
203217,1
409524,1
431362,0
134902,1
406998,0
211014,0
196409,1
242113,0
337624,1
121487,1
426136,1
192013,0
204578,1
173954,1
131841,1
196835,1
181390,1
182457,1
274375,1
188596,0
350025,1
217767,1
409652,1
410798,0
273306,1
324690,0
223931,1
233039,0
317024,0
409053,1
310572,1
142742,0
356139,0
404075,1
231244,1
424844,1
303444,1
165573,0
180053,1
434677,1
292577,1
258789,0
418694,1
204842,1
239713,0
443238,0
201396,0
253916,1
166173,0
131814,1
442344,0
251664,0
414370,0
133432,1
355925,1
410850,1
373223,1
378856,1
385816,1
261687,1
269342,0
403942,0
105410,1
207639,1
401135,0
335651,1
291419,0
138235,0
449588,1
117339,1
369644,1
309102,1
380374,0
360211,1
401611,1
200002,1
327565,1
395120,1
330046,0
233231,1
396118,1
337741,1
312667,0
252629,0
130112,1
326757,0
241719,1
403206,1
267606,0
277993,1
452652,0
164128,0
244821,1
275716,1
440829,0
409274,0
116211,0
408373,0
316588,0
453583,0
288107,1
298681,1
365167,1
190328,0
336204,0
179734,0
362829,0
217799,0
239846,0
243870,1
127524,0
173256,1
198310,0
410530,0
141533,1
341699,1
256766,0
183139,0
211433,1
349673,1
356343,1
410814,1
386181,1
300592,0
256042,1
277230,0
147699,0
208191,0
403108,1
207419,0
100181,1
232368,0
289936,1
304076,0
342913,0
398986,0
118505,0
262332,1
258061,0
194069,0
323502,1
131482,0
366961,1
338450,1
190038,0
109225,1
243016,0
281524,1
322526,1
257237,0
361957,1
338982,0
369850,0
401070,0
392869,0
291312,0
403891,0
264408,1
314800,1
443624,1
142555,1
381889,1
296226,1
308951,1
364255,1
414938,0
289908,1
228435,1
301049,1
206966,1
259114,1
358915,1
120988,0
238740,0
284711,0
227515,1
129290,0
449648,1
373440,1
144059,0
132678,0
346031,1
441142,1
224814,1
452303,0
288441,1
152105,0
288195,0
105653,1
422027,1
427806,0
187331,1
119905,0
320368,1
451036,0
369426,1
156316,1
104118,0
329638,1
428952,0
230223,0
181771,0
386859,1
328537,0
116392,0
164371,0
396535,1
419013,0
413228,0
275379,1
117213,1
455201,1
147532,1
124568,0
218827,1
395151,1
226074,0
186882,0
205006,1
295857,1
308563,1
311167,0
438598,1
198873,1
168873,0
108382,1
416652,0
366276,0
353148,0
147654,0
164902,1
174040,1
125173,0
167471,0
417847,1
150434,1
322758,1
352209,0
106467,1
254014,0
386958,1
329228,0
342493,1
372722,0
121922,0
385160,0
439507,1
415204,0
441333,0
160961,1
136056,1
112559,0
454567,0
386205,1
158450,1
126480,1
151216,1
114340,1
381064,1
294050,0
369834,1
450688,0
414027,1
239191,0
226133,1
341021,0
353383,1
401642,0
277442,1
198969,1
357810,0
163890,1
190256,1
171754,0
155023,1
290565,0
243416,1
403177,1
299747,1
344596,1
315795,0
231349,0
249356,0
237947,1
231373,1
347495,1
167377,1
207866,1
196749,1
259771,0
212249,0
408596,0
291476,0
423337,1
248136,1
445188,0
392733,0
333857,0
122237,1
416397,0
407279,0
181325,0
333054,0
182451,1
224676,0
323668,0
375815,0
143793,1
202611,0
436639,0
164094,0
175578,0
293414,0
420407,0
167869,0
116695,1
233056,0
199241,0
344123,0
266549,0
408754,0
268986,0
355094,0
152829,0
191128,0
219370,1
146583,0
100536,0
312181,0
132592,0
328547,1
208891,0
252938,1
336147,0
398908,0
406567,0
216663,0
342893,0
251462,0
149686,1
213285,1
358622,0
380710,1
104096,1
243729,0
213790,0
346232,1
104228,0
274723,0
196356,1
120887,1
450104,1
387624,0
133014,0
343048,0
187999,0
184492,0
255763,0
297418,1
374555,1
376181,0
310907,0
328327,0
160364,0
232401,0
203723,0
177369,0
306315,0
359714,0
389697,0
170014,0
425547,0
455487,1
313380,0
161130,0
100956,0
440939,1
149074,1
364711,0
440150,0
449480,0
299203,0
317969,0
287618,1
391751,0
181260,0
367101,0
200454,1
222570,0
169854,0
272254,0
394302,0
104623,1
254284,0
210237,0
254894,0
336034,0
189733,0
325795,0
232345,0
242087,0
319728,0
427184,0
264123,0
171284,0
157652,1
378593,0
351104,0
425604,0
264049,1
219384,1
397326,0
138620,1
164907,1
142630,0
111731,0
311642,0
401968,0
451793,0
197066,0
405725,0
418479,0
288554,0
344545,1
417529,0
218043,0
132671,0
208637,0
231980,0
260970,0
209935,0
280731,0
195855,0
225070,0
106408,0
129307,0
114576,0
279152,0
440688,1
271571,1
229774,0
401840,0
420317,1
390618,0
364142,0
258701,1
304204,0
134462,0
387374,1
187765,0
195618,1
394407,0
136146,0
126312,0
204833,0
267236,0
405187,0
419564,0
271512,0
360577,0
139517,0
247160,0
275615,0
143736,0
221599,1
350762,1
397293,1
266135,0
409841,1
247435,0
377054,0
126982,0
198663,0
112603,0
427699,0
387732,0
140324,0
264345,0
363167,0
418173,0
179863,0
130801,0
187554,0
385682,0
263413,1
372916,0
416005,1
216626,0
454309,1
118796,0
365445,0
264697,0
255913,0
438494,0
299112,0
247433,1
382454,0
164026,1
175567,0
231094,0
442624,0
364671,0
324835,0
220247,1
400086,0
296138,0
299775,0
247956,0
337982,0
317918,0
145856,0
216971,0
291583,1
425022,1
200452,0
311513,0
143779,1
247549,0
328306,0
171272,0
401670,0
122459,0
262012,0
232171,0
146258,0
116144,0
194654,1
392703,1
150836,0
128215,0
445597,1
377705,0
385158,1
147879,1
166936,0
454552,0
298043,0
251257,0
109040,1
349029,0
377507,0
434286,0
406076,0
296116,0
176792,0
454683,0
351445,0
452139,0
396391,0
249444,0
373119,1
392952,0
229787,0
290047,1
101973,0
154420,1
340399,0
367818,1
181730,0
334330,0
452481,0
226342,0
342330,1
164879,0
386910,1
300879,1
439336,1
230092,0
174667,0
399552,1
118679,1
437801,0
396533,0
433624,0
298516,0
421825,0
141740,0
428186,1
216376,0
308668,1
282234,1
187755,0
288575,0
186955,0
291150,1
327787,0
411654,0
454329,0
188744,1
229688,0
124290,1
395291,0
139662,0
227060,0
350035,0
108911,1
182064,1
180325,0
405487,0
318248,1
374564,0
401445,0
154297,1
171977,0
362951,0
258164,0
265285,0
304794,0
278513,0
380288,1
118167,0
446606,0
236937,0
430072,0
352401,0
342694,0
417137,0
452412,0
409155,1
428533,0
310347,0
323968,0
369677,0
373106,0
224937,0
322301,0
178781,0
427522,0
295079,1
376737,0
153693,0
264916,0
338535,0
404858,0
122658,0
266490,0
239651,0
242789,0
262539,0
376390,0
156795,1
300540,0
282755,0
379002,0
410173,0
199411,0
100418,0
438758,1
347351,0
297030,0
140319,0
408075,0
153998,0
452723,0
332789,0
296685,1
119904,0
426819,0
295117,0
306721,1
154414,0
270002,0
441432,0
446861,0
144643,0
152725,0
193379,0
416223,1
349840,0
122022,0
428426,0
247546,1
417272,0
265489,0
120744,0
331112,0
454614,1
159606,0
148446,0
288872,0
151617,0
243468,1
249526,0
309393,0
269710,0
294343,0
145946,0
141733,0
279385,0
129276,1
231645,0
206746,0
122877,0
163271,1
412574,0
367520,0
115361,0
406390,1
282806,0
129401,0
289150,0
399582,0
452472,0
312426,0
327983,1
119107,1
233690,0
291571,0
125764,0
175893,0
244351,0
282283,0
229030,0
105491,0
138115,0
238648,0
222724,0
333697,0
214515,0
407135,0
322305,0
337815,0
300893,1
433135,0
113757,0
433486,0
135382,0
358977,0
388670,1
283603,1
420007,1
301495,1
442839,0
333948,0
265317,1
317812,0
193629,0
105981,0
300753,0
362949,0
190457,0
438269,0
150292,1
188478,0
341349,0
268428,0
450962,0
221499,0
283967,0
391320,0
400897,0
259672,0
352871,0
425686,0
438241,0
212390,1
150638,0
388568,0
168240,0
273748,0
185803,0
318151,1
248787,0
282634,0
265992,0
299090,1
326307,0
127656,0
389692,0
196684,1
231375,0
294640,0
281072,1
138982,0
118544,0
130150,0
375239,0
393883,1
292202,0
186807,0
283097,0
356831,1
238889,0
390746,1
165565,0
214543,0
190476,0
206461,0
387746,0
173674,0
448560,0
422772,0
357304,0
150234,0
434591,0
182338,1
178372,0
400691,1
369859,0
317146,0
138028,0
169853,0
280816,0
438960,0
378158,0
156923,0
383290,0
301250,0
262762,0
337637,1
315080,0
329515,0
386666,1
400507,1
343125,0
276202,0
196271,1
395564,0
331381,0
209334,0
292586,0
177478,1
255788,0
226380,1
275886,0
249697,1
173212,0
229408,0
183695,0
245843,0
135117,0
250099,0
335299,0
280661,0
273980,0
158492,0
358902,0
316183,0
161255,0
335266,0
263877,0
116920,0
273802,0
208770,0
395074,1
184692,0
330313,1
385499,0
334412,0
